cod_municipio,municipio,OADR_2010,YDR_2010,OADR_2022,YDR_2022,dOADR,dYDR
2516508,Taperoá (PB),21.35248603448874,39.75399882030464,20.85454947974319,35.7593535532433,-0.4979365547455501,-3.994645267061337
2516607,Tavares (PB),16.94976574229844,42.12839854561242,18.432066967160335,33.85919725262932,1.4823012248618959,-8.269201292983098
2516706,Teixeira (PB),15.150963986904328,42.6045834849036,15.217391304347826,36.26785897831226,0.06642731744349817,-6.336724506591338
2516755,Tenório (PB),14.64494421816894,39.43686913405348,15.62656015976036,33.30004992511233,0.9816159415914196,-6.136819208941148
2516805,Triunfo (PB),20.108769916099586,37.645869202809436,19.250298685782557,29.31600955794504,-0.8584712303170292,-8.329859644864396
2516904,Uiraúna (PB),21.500726375891077,32.47575931619311,21.852935243090577,29.59451281016744,0.35220886719950073,-2.881246506025672
2517001,Umbuzeiro (PB),20.89987930502147,40.57316080500744,18.55927963981991,34.46723361680841,-2.3405996652015624,-6.105927188199033
2517100,Várzea (PB),23.0346452056139,31.00402394739425,24.156355455568054,26.659167604049493,1.1217102499541554,-4.344856343344755
2517209,Vieirópolis (PB),22.54155963747395,31.890660592255124,26.641414141414142,27.38320707070707,4.099854503940193,-4.5074535215480545
2517407,Zabelê (PB),19.212906379858225,38.755805426546075,18.498293515358363,34.7098976109215,-0.7146128644998626,-4.045907815624574
