cod_municipio,municipio,pop_0a14,pop_65mais,indice_envelhecimento,percentual_idosos,razao_dependencia,classificacao,pop_60mais,indice_60mais,diferenca_abs,diferenca_rel
2503100,Cabaceiras - PB,327,108,33.02752293577982,24.82758620689655,100,Favorável,NA,NA,NA,NA
2505600,Diamante - PB,485,160,32.98969072164948,24.8062015503876,100,Favorável,1035,213.4020618556701,180.41237113402062,546.8750000000001
2508406,Lastro - PB,188,62,32.97872340425532,24.8,100,Favorável,620,329.7872340425532,296.8085106382979,900
2516607,Tavares - PB,1014,334,32.938856015779095,24.777448071216618,100,Favorável,2271,223.96449704142012,191.02564102564102,579.940119760479
2509701,Monteiro - PB,2166,713,32.91782086795937,24.765543591524835,100,Favorável,5541,255.81717451523548,222.89935364727611,677.1388499298739
2507309,Jacaraú - PB,1080,355,32.870370370370374,24.738675958188153,100,Favorável,2434,225.37037037037035,192.49999999999997,585.6338028169013
2501153,Areia de Baraúnas - PB,140,46,32.857142857142854,24.731182795698924,100,Favorável,NA,NA,NA,NA
2514651,São José do Brejo do Cruz - PB,140,46,32.857142857142854,24.731182795698924,100,Favorável,NA,NA,NA,NA
2514107,São João do Tigre - PB,347,114,32.85302593659942,24.728850325379607,100,Favorável,760,219.0201729106628,186.16714697406337,566.6666666666666
2504033,Capim - PB,609,200,32.84072249589491,24.721878862793574,100,Favorável,797,130.87027914614123,98.02955665024632,298.50000000000006
2504157,Casserengue - PB,521,171,32.82149712092131,24.710982658959537,100,Favorável,1233,236.66026871401152,203.8387715930902,621.0526315789473
2505402,Desterro - PB,579,190,32.81519861830743,24.7074122236671,100,Favorável,1292,223.1433506044905,190.3281519861831,580.0000000000001
2501351,Assunção - PB,360,118,32.77777777777778,24.686192468619247,100,Favorável,NA,NA,NA,NA
2503704,Cajazeiras - PB,4089,1340,32.77084861824407,24.68226192669,100,Favorável,10100,247.00415749572025,214.2333088774762,653.7313432835822
2503803,Caldas Brandão - PB,449,147,32.73942093541203,24.664429530201343,100,Favorável,880,195.9910913140312,163.25167037861917,498.63945578231295
2505279,Curral de Cima - PB,333,109,32.732732732732735,24.660633484162897,100,Favorável,888,266.66666666666663,233.9339339339339,714.6788990825686
2504074,Caraúbas - PB,220,72,32.72727272727273,24.65753424657534,100,Favorável,748,340,307.27272727272725,938.8888888888889
2514552,São José de Princesa - PB,220,72,32.72727272727273,24.65753424657534,100,Favorável,NA,NA,NA,NA
2501401,Baía da Traição - PB,761,249,32.72010512483574,24.653465346534652,100,Favorável,1048,137.71353482260184,104.9934296977661,320.88353413654625
2501302,Aroeiras - PB,1377,450,32.6797385620915,24.63054187192118,100,Favorável,3218,233.6964415395788,201.0167029774873,615.1111111111112
2504033,Capim - PB,612,200,32.6797385620915,24.63054187192118,100,Favorável,797,130.22875816993465,97.54901960784315,298.50000000000006
2516904,Uiraúna - PB,912,298,32.67543859649123,24.628099173553718,100,Favorável,2907,318.75,286.07456140350877,875.5033557046978
2512754,Riachão do Bacamarte - PB,300,98,32.666666666666664,24.623115577889447,100,Favorável,NA,NA,NA,NA
2512036,Poço Dantas - PB,242,79,32.64462809917356,24.610591900311526,100,Favorável,588,242.97520661157023,210.33057851239667,644.3037974683542
2504108,Carrapateira - PB,144,47,32.63888888888889,24.60732984293194,100,Favorável,NA,NA,NA,NA
2512705,Remígio - PB,1238,404,32.63327948303716,24.604141291108405,100,Favorável,3027,244.50726978998384,211.87399030694667,649.2574257425741
2502003,Belém do Brejo do Cruz - PB,460,150,32.608695652173914,24.59016393442623,100,Favorável,1091,237.17391304347828,204.56521739130437,627.3333333333335
2506509,Gurjão - PB,230,75,32.608695652173914,24.59016393442623,100,Favorável,NA,NA,NA,NA
2513356,Santa Inês - PB,270,88,32.592592592592595,24.581005586592177,100,Favorável,474,175.55555555555554,142.96296296296293,438.6363636363635
2507903,Juripiranga - PB,807,263,32.58983890954151,24.57943925233645,100,Favorável,1458,180.66914498141264,148.07930607187114,454.37262357414454
2513927,São Bentinho - PB,267,87,32.58426966292135,24.576271186440678,100,Favorável,801,300,267.4157303370786,820.6896551724137
2501203,Areial - PB,531,173,32.580037664783426,24.573863636363637,100,Favorável,1275,240.1129943502825,207.53295668549907,636.9942196531792
2506251,Gado Bravo - PB,617,201,32.57698541329012,24.5721271393643,100,Favorável,1352,219.12479740680712,186.547811993517,572.6368159203979
2504306,Catolé do Rocha - PB,1870,609,32.5668449197861,24.566357402178298,100,Favorável,5209,278.5561497326203,245.98930481283423,755.3366174055828
2501708,Barra de São Miguel - PB,390,127,32.56410256410256,24.564796905222437,100,Favorável,1055,270.51282051282055,237.94871794871798,730.7086614173229
2512101,Pombal - PB,1890,615,32.53968253968254,24.550898203592812,100,Favorável,5929,313.7037037037037,281.16402116402116,864.0650406504064
2509396,Maturéia - PB,529,172,32.514177693761816,24.53637660485021,100,Favorável,NA,NA,NA,NA
2510600,Ouro Velho - PB,160,52,32.5,24.528301886792452,100,Favorável,NA,NA,NA,NA
2505352,Damião - PB,397,129,32.49370277078086,24.524714828897338,100,Favorável,831,209.3198992443325,176.82619647355165,544.1860465116279
2509206,Massaranduba - PB,1025,333,32.487804878048784,24.521354933726066,100,Favorável,2218,216.39024390243904,183.90243902439025,566.066066066066
2509206,Massaranduba - PB,1025,333,32.487804878048784,24.521354933726066,100,Favorável,2218,216.39024390243904,183.90243902439025,566.066066066066
2510600,Ouro Velho - PB,191,62,32.460732984293195,24.50592885375494,100,Favorável,NA,NA,NA,NA
2513604,Santana dos Garrotes - PB,379,123,32.45382585751979,24.50199203187251,100,Favorável,1376,363.06068601583115,330.60686015831135,1018.69918699187
2512754,Riachão do Bacamarte - PB,302,98,32.450331125827816,24.5,100,Favorável,NA,NA,NA,NA
2507309,Jacaraú - PB,1094,355,32.449725776965266,24.499654934437544,100,Favorável,2434,222.48628884826326,190.036563071298,585.6338028169014
2509008,Manaíra - PB,792,257,32.44949494949495,24.49952335557674,100,Favorável,1570,198.23232323232324,165.7828282828283,510.8949416342413
2514800,São José dos Cordeiros - PB,216,70,32.407407407407405,24.475524475524477,100,Favorável,701,324.537037037037,292.1296296296296,901.4285714285714
2503506,Cacimba de Dentro - PB,1060,343,32.35849056603774,24.44761225944405,100,Favorável,2856,269.4339622641509,237.07547169811318,732.6530612244896
2514206,São José da Lagoa Tapada - PB,538,174,32.342007434944236,24.43820224719101,100,Favorável,1428,265.42750929368026,233.08550185873602,720.6896551724137
2506806,Ingá - PB,1269,410,32.30890464933018,24.419297200714713,100,Favorável,3046,240.03152088258472,207.72261623325454,642.9268292682927
2506905,Itabaiana - PB,1492,482,32.30563002680965,24.41742654508612,100,Favorável,4064,272.38605898123325,240.0804289544236,743.1535269709544
2510303,Nova Palmeira - PB,257,83,32.295719844357976,24.41176470588235,100,Favorável,774,301.16731517509726,268.8715953307393,832.5301204819277
2508703,Mãe d'Água - PB,223,72,32.28699551569507,24.40677966101695,100,Favorável,654,293.27354260089686,260.9865470852018,808.3333333333333
2516201,Sousa - PB,4278,1380,32.25806451612903,24.390243902439025,100,Favorável,10819,252.8985507246377,220.64048620850866,683.9855072463769
2500775,Aparecida - PB,521,168,32.24568138195777,24.383164005805515,100,Favorável,1463,280.80614203454894,248.56046065259116,770.8333333333333
2502151,Boa Vista - PB,435,140,32.18390804597701,24.347826086956523,100,Favorável,1083,248.9655172413793,216.7816091954023,673.5714285714284
2516508,Taperoá - PB,1066,343,32.17636022514071,24.343506032647266,100,Favorável,2482,232.8330206378987,200.656660412758,623.6151603498544
2510204,Nova Olinda - PB,423,136,32.15130023640662,24.329159212880143,100,Favorável,946,223.64066193853427,191.48936170212764,595.5882352941176
2500205,Aguiar - PB,308,99,32.142857142857146,24.324324324324326,100,Favorável,995,323.05194805194805,290.9090909090909,905.0505050505049
2513851,Santo André - PB,140,45,32.142857142857146,24.324324324324326,100,Favorável,NA,NA,NA,NA
2514404,São José de Espinharas - PB,252,81,32.142857142857146,24.324324324324326,100,Favorável,810,321.42857142857144,289.2857142857143,899.9999999999998
2500577,Algodão de Jandaíra - PB,221,71,32.126696832579185,24.315068493150687,100,Favorável,NA,NA,NA,NA
2508109,Lagoa - PB,299,96,32.10702341137124,24.30379746835443,100,Favorável,849,283.9464882943144,251.83946488294316,784.3750000000001
2504405,Conceição - PB,1321,424,32.09689629068887,24.297994269340975,100,Favorável,3062,231.79409538228612,199.69719909159724,622.1698113207548
2503704,Cajazeiras - PB,4175,1340,32.09580838323353,24.2973708068903,100,Favorável,10100,241.91616766467067,209.82035928143713,653.7313432835822
2503506,Cacimba de Dentro - PB,1231,395,32.08773354995939,24.292742927429277,100,Favorável,2856,232.00649878147846,199.91876523151907,623.0379746835441
2512606,Quixaba - PB,106,34,32.075471698113205,24.285714285714285,100,Favorável,NA,NA,NA,NA
2513000,Salgadinho - PB,184,59,32.065217391304344,24.279835390946502,100,Favorável,564,306.52173913043475,274.4565217391304,855.9322033898304
2506806,Ingá - PB,1279,410,32.056293979671615,24.274718768502073,100,Favorável,3046,238.15480844409694,206.09851446442534,642.9268292682927
2503407,Cacimba de Areia - PB,234,75,32.05128205128205,24.271844660194176,100,Favorável,NA,NA,NA,NA
2516151,Sossêgo - PB,234,75,32.05128205128205,24.271844660194176,100,Favorável,549,234.6153846153846,202.56410256410257,632
2512721,Pedro Régis - PB,412,132,32.038834951456316,24.264705882352942,100,Favorável,973,236.16504854368935,204.12621359223303,637.1212121212121
2507606,Juarez Távora - PB,594,190,31.986531986531986,24.23469387755102,100,Favorável,1180,198.65319865319867,166.66666666666669,521.0526315789474
2516201,Sousa - PB,4317,1380,31.966643502432245,24.223275408109533,100,Favorável,10819,250.61385221218438,218.64720870975214,683.9855072463768
2509305,Mataraca - PB,707,226,31.966053748231964,24.22293676312969,100,Favorável,932,131.82461103253183,99.85855728429988,312.38938053097354
2500536,Alcantil - PB,460,147,31.956521739130434,24.217462932454694,100,Favorável,830,180.43478260869566,148.47826086956522,464.6258503401361
2506251,Gado Bravo - PB,629,201,31.955484896661368,24.216867469879517,100,Favorável,1352,214.9443561208267,182.98887122416534,572.636815920398
2501302,Aroeiras - PB,1410,450,31.914893617021278,24.193548387096776,100,Favorável,3218,228.22695035460993,196.31205673758865,615.1111111111111
2508000,Juru - PB,671,214,31.892697466467958,24.18079096045198,100,Favorável,1594,237.5558867362146,205.66318926974665,644.8598130841121
2503001,Caaporã - PB,1838,586,31.88248095756257,24.174917491749177,100,Favorável,2322,126.33297062023938,94.4504896626768,296.24573378839585
2508901,Mamanguape - PB,3510,1119,31.880341880341877,24.173687621516528,100,Favorável,5839,166.35327635327636,134.47293447293447,421.80518319928507
2507200,Itatuba - PB,741,236,31.84885290148448,24.15557830092119,100,Favorável,1703,229.82456140350877,197.97570850202428,621.6101694915253
2513109,Salgado de São Félix - PB,720,229,31.805555555555554,24.130663856691253,100,Favorável,2294,318.6111111111111,286.80555555555554,901.7467248908297
2501906,Belém - PB,1029,327,31.778425655976676,24.11504424778761,100,Favorável,2925,284.25655976676387,252.4781341107872,794.4954128440369
2508000,Juru - PB,674,214,31.750741839762615,24.0990990990991,100,Favorável,1594,236.49851632047478,204.74777448071217,644.859813084112
2505006,Cubati - PB,523,166,31.73996175908222,24.092888243831638,100,Favorável,1203,230.01912045889102,198.27915869980882,624.698795180723
2501153,Areia de Baraúnas - PB,145,46,31.724137931034484,24.083769633507853,100,Favorável,NA,NA,NA,NA
2503100,Cabaceiras - PB,413,131,31.719128329297817,24.080882352941178,100,Favorável,NA,NA,NA,NA
2512309,Princesa Isabel - PB,1709,542,31.71445289643066,24.078187472234564,100,Favorável,3211,187.88765359859568,156.17320070216502,492.4354243542436
2511202,Pedras de Fogo - PB,2264,718,31.713780918727913,24.077800134138165,100,Favorável,3995,176.45759717314488,144.74381625441697,456.4066852367689
2516904,Uiraúna - PB,940,298,31.70212765957447,24.07108239095315,100,Favorável,2907,309.25531914893617,277.5531914893617,875.503355704698
2510105,Nova Floresta - PB,584,185,31.67808219178082,24.057217165149545,100,Favorável,1663,284.7602739726027,253.0821917808219,798.9189189189188
2500601,Alhandra - PB,1760,557,31.647727272727273,24.039706517047907,100,Favorável,2400,136.36363636363635,104.71590909090907,330.8797127468581
2516151,Sossêgo - PB,237,75,31.645569620253166,24.03846153846154,100,Favorável,549,231.64556962025316,200,631.9999999999999
2517001,Umbuzeiro - PB,746,236,31.63538873994638,24.03258655804481,100,Favorável,1514,202.94906166219837,171.313672922252,541.5254237288136
2501203,Areial - PB,547,173,31.62705667276051,24.02777777777778,100,Favorável,1275,233.0895795246801,201.46252285191957,636.9942196531792
2507705,Juazeirinho - PB,1383,437,31.597975415762836,24.01098901098901,100,Favorável,2303,166.52205350686913,134.92407809110628,427.00228832951944
2506905,Itabaiana - PB,1526,482,31.585845347313235,24.003984063745023,100,Favorável,4064,266.31716906946264,234.7313237221494,743.1535269709544
2507408,Jericó - PB,513,162,31.57894736842105,24,100,Favorável,1450,282.65107212475635,251.0721247563353,795.0617283950619
2516102,Soledade - PB,1036,327,31.56370656370656,23.991195891415995,100,Favorável,2293,221.33204633204633,189.76833976833979,601.2232415902142
2504306,Catolé do Rocha - PB,1930,609,31.55440414507772,23.985821189444664,100,Favorável,5209,269.89637305699483,238.34196891191712,755.3366174055831
2511905,Pitimbu - PB,1461,461,31.553730321697465,23.985431841831424,100,Favorável,1944,133.05954825462013,101.50581793292267,321.6919739696313
2510006,Nazarezinho - PB,412,130,31.55339805825243,23.985239852398525,100,Favorável,1346,326.6990291262136,295.1456310679612,935.3846153846152
2508901,Mamanguape - PB,3549,1119,31.53000845308538,23.971722365038563,100,Favorável,5839,164.5252183713722,132.99520991828683,421.80518319928495
2509800,Mulungu - PB,626,197,31.469648562300318,23.93681652490887,100,Favorável,1447,231.15015974440897,199.68051118210866,634.517766497462
2516508,Taperoá - PB,1090,343,31.46788990825688,23.93579902302861,100,Favorável,2482,227.70642201834863,196.23853211009174,623.61516034985425
2509404,Mogeiro - PB,1030,324,31.456310679611647,23.929098966026586,100,Favorável,2119,205.72815533980582,174.27184466019418,554.0123456790125
2516300,Sumé - PB,1062,334,31.45009416195857,23.925501432664756,100,Favorável,3170,298.49340866290015,267.04331450094156,849.1017964071855
2514909,São Mamede - PB,566,178,31.448763250883395,23.9247311827957,100,Favorável,1686,297.8798586572438,266.4310954063604,847.1910112359549
2508505,Livramento - PB,512,161,31.4453125,23.922734026745914,100,Favorável,1198,233.984375,202.5390625,644.0993788819876
2507705,Juazeirinho - PB,1390,437,31.43884892086331,23.918992884510125,100,Favorável,2303,165.68345323741008,134.24460431654677,427.00228832951944
2505279,Curral de Cima - PB,347,109,31.412103746397698,23.903508771929825,100,Favorável,888,255.9077809798271,224.4956772334294,714.6788990825688
2512036,Poço Dantas - PB,242,76,31.40495867768595,23.89937106918239,100,Favorável,588,242.97520661157023,211.57024793388427,673.6842105263157
2505808,Duas Estradas - PB,223,70,31.390134529147986,23.890784982935152,100,Favorável,608,272.64573991031386,241.25560538116588,768.5714285714283
2501153,Areia de Baraúnas - PB,137,43,31.386861313868614,23.88888888888889,100,Favorável,NA,NA,NA,NA
2506707,Imaculada - PB,889,279,31.38357705286839,23.886986301369863,100,Favorável,1452,163.32958380202473,131.94600674915634,420.4301075268817
2503753,Cajazeirinhas - PB,188,59,31.382978723404253,23.88663967611336,100,Favorável,474,252.1276595744681,220.74468085106386,703.3898305084747
2509396,Maturéia - PB,529,166,31.379962192816635,23.884892086330936,100,Favorável,NA,NA,NA,NA
2500601,Alhandra - PB,1778,557,31.327334083239595,23.85438972162741,100,Favorável,2400,134.98312710911136,103.65579302587177,330.87971274685816
2505006,Cubati - PB,530,166,31.32075471698113,23.850574712643677,100,Favorável,1203,226.9811320754717,195.66037735849056,624.698795180723
2509305,Mataraca - PB,722,226,31.301939058171747,23.839662447257385,100,Favorável,932,129.0858725761773,97.78393351800557,312.38938053097354
2510501,Olivedos - PB,246,77,31.300813008130078,23.8390092879257,100,Favorável,676,274.7967479674797,243.4959349593496,777.922077922078
2516409,Tacima - PB,489,153,31.28834355828221,23.83177570093458,100,Favorável,1379,282.0040899795501,250.71574642126788,801.3071895424835
2512804,Riacho dos Cavalos - PB,537,168,31.28491620111732,23.829787234042556,100,Favorável,1356,252.5139664804469,221.22905027932958,707.142857142857
2509503,Montadas - PB,422,132,31.27962085308057,23.826714801444044,100,Favorável,922,218.4834123222749,187.20379146919433,598.4848484848485
2509404,Mogeiro - PB,1036,324,31.27413127413127,23.823529411764703,100,Favorável,2119,204.53667953667954,173.26254826254828,554.0123456790125
2508901,Mamanguape - PB,3588,1119,31.187290969899667,23.77310388782664,100,Favorável,5839,162.73690078037905,131.54960981047938,421.80518319928507
2512747,Riachão - PB,215,67,31.16279069767442,23.75886524822695,100,Favorável,NA,NA,NA,NA
2502805,Brejo do Cruz - PB,857,267,31.155192532088684,23.754448398576514,100,Favorável,2074,242.00700116686113,210.85180863477245,676.7790262172284
2512200,Prata - PB,228,71,31.140350877192986,23.745819397993312,100,Favorável,736,322.8070175438596,291.66666666666663,936.6197183098589
2509701,Monteiro - PB,2291,713,31.121780881711043,23.735019973368843,100,Favorável,5541,241.85945002182453,210.7376691401135,677.1388499298738
2500304,Alagoa Grande - PB,2007,624,31.09118086696562,23.71721778791334,100,Favorável,4596,228.9985052316891,197.90732436472348,636.5384615384615
2513109,Salgado de São Félix - PB,737,229,31.071913161465396,23.70600414078675,100,Favorável,2294,311.2618724559023,280.1899592944369,901.7467248908298
2504355,Caturité - PB,364,113,31.043956043956044,23.68972746331237,100,Favorável,811,222.8021978021978,191.75824175824175,617.6991150442477
2504801,Coremas - PB,1092,339,31.043956043956044,23.68972746331237,100,Favorável,2472,226.37362637362637,195.3296703296703,629.2035398230088
2505303,Curral Velho - PB,145,45,31.03448275862069,23.684210526315788,100,Favorável,342,235.8620689655172,204.8275862068965,659.9999999999999
2508703,Mãe d'Água - PB,232,72,31.03448275862069,23.684210526315788,100,Favorável,654,281.89655172413796,250.86206896551727,808.3333333333334
2514206,São José da Lagoa Tapada - PB,406,126,31.03448275862069,23.684210526315788,100,Favorável,1428,351.7241379310345,320.6896551724138,1033.3333333333333
2514107,São João do Tigre - PB,274,85,31.02189781021898,23.676880222841227,100,Favorável,760,277.37226277372264,246.35036496350367,794.1176470588235
2503001,Caaporã - PB,1889,586,31.021704605611433,23.67676767676768,100,Favorável,2322,122.92218104817363,91.9004764425622,296.2457337883959
2511202,Pedras de Fogo - PB,2316,718,31.001727115716754,23.665128543177325,100,Favorável,3995,172.4956822107081,141.49395509499135,456.4066852367687
2506509,Gurjão - PB,242,75,30.991735537190085,23.65930599369085,100,Favorável,NA,NA,NA,NA
2513653,Joca Claudino - PB,184,57,30.978260869565215,23.651452282157674,100,Favorável,472,256.52173913043475,225.54347826086953,728.0701754385965
2512200,Prata - PB,333,103,30.930930930930934,23.623853211009173,100,Favorável,736,221.021021021021,190.09009009009006,614.5631067961164
2506004,Esperança - PB,2196,679,30.919854280510016,23.617391304347827,100,Favorável,4852,220.9471766848816,190.0273224043716,614.5802650957291
2505907,Emas - PB,207,64,30.917874396135264,23.616236162361623,100,Favorável,NA,NA,NA,NA
2505006,Cubati - PB,537,166,30.91247672253259,23.61308677098151,100,Favorável,1203,224.02234636871506,193.10986964618246,624.6987951807228
2502904,Brejo dos Santos - PB,330,102,30.909090909090907,23.61111111111111,100,Favorável,1080,327.2727272727273,296.3636363636364,958.8235294117649
2509404,Mogeiro - PB,1049,324,30.88655862726406,23.59796067006555,100,Favorável,2119,202.00190657769306,171.115347950429,554.0123456790125
2514008,São João do Cariri - PB,272,84,30.88235294117647,23.595505617977526,100,Favorável,859,315.80882352941177,284.9264705882353,922.6190476190476
2511400,Picuí - PB,1303,402,30.851880276285492,23.577712609970675,100,Favorável,3078,236.22409823484264,205.37221795855714,665.6716417910447
2501708,Barra de São Miguel - PB,412,127,30.8252427184466,23.562152133580703,100,Favorável,1055,256.06796116504853,225.24271844660194,730.7086614173229
2508554,Logradouro - PB,396,122,30.808080808080806,23.552123552123554,100,Favorável,650,164.14141414141415,133.33333333333334,432.78688524590166
2502003,Belém do Brejo do Cruz - PB,364,112,30.76923076923077,23.52941176470588,100,Favorável,1091,299.72527472527474,268.95604395604397,874.1071428571429
2501153,Areia de Baraúnas - PB,140,43,30.714285714285715,23.497267759562842,100,Favorável,NA,NA,NA,NA
2509305,Mataraca - PB,736,226,30.706521739130434,23.492723492723496,100,Favorável,932,126.63043478260869,95.92391304347825,312.3893805309734
2515104,São Sebastião de Lagoa de Roça - PB,785,241,30.700636942675157,23.489278752436647,100,Favorável,1858,236.68789808917197,205.98726114649682,670.9543568464732
2501104,Areia - PB,1531,470,30.698889614630957,23.488255872063966,100,Favorável,3584,234.09536250816458,203.39647289353363,662.5531914893618
2502201,Bom Jesus - PB,163,50,30.67484662576687,23.474178403755868,100,Favorável,NA,NA,NA,NA
2515005,São Miguel de Taipu - PB,581,178,30.6368330464716,23.45191040843215,100,Favorável,982,169.01893287435456,138.38209982788297,451.685393258427
2512754,Riachão do Bacamarte - PB,320,98,30.625000000000004,23.444976076555022,100,Favorável,NA,NA,NA,NA
2500601,Alhandra - PB,1819,557,30.621220450797143,23.44276094276094,100,Favorável,2400,131.9406267179769,101.31940626717976,330.8797127468581
2512804,Riacho dos Cavalos - PB,549,168,30.601092896174865,23.430962343096233,100,Favorável,1356,246.9945355191257,216.39344262295083,707.1428571428571
2515906,Serraria - PB,402,123,30.597014925373134,23.42857142857143,100,Favorável,877,218.1592039800995,187.56218905472636,613.0081300813008
2503100,Cabaceiras - PB,353,108,30.59490084985836,23.427331887201735,100,Favorável,NA,NA,NA,NA
2514107,São João do Tigre - PB,278,85,30.575539568345324,23.415977961432507,100,Favorável,760,273.38129496402877,242.80575539568343,794.1176470588234
2512721,Pedro Régis - PB,386,118,30.569948186528496,23.41269841269841,100,Favorável,973,252.07253886010363,221.50259067357513,724.5762711864407
2516102,Soledade - PB,1070,327,30.560747663551403,23.407301360057264,100,Favorável,2293,214.29906542056077,183.73831775700936,601.223241590214
2504108,Carrapateira - PB,144,44,30.555555555555557,23.404255319148938,100,Favorável,NA,NA,NA,NA
2506608,Ibiara - PB,347,106,30.547550432276655,23.399558498896248,100,Favorável,1121,323.05475504322766,292.507204610951,957.5471698113208
2511004,Pedra Branca - PB,275,84,30.545454545454547,23.398328690807798,100,Favorável,NA,NA,NA,NA
2514701,São José do Sabugi - PB,226,69,30.53097345132743,23.389830508474578,100,Favorável,NA,NA,NA,NA
2500908,Arara - PB,875,267,30.514285714285716,23.380035026269702,100,Favorável,2641,301.8285714285714,271.3142857142857,889.1385767790262
2505402,Desterro - PB,623,190,30.497592295345104,23.370233702337025,100,Favorável,1292,207.38362760834673,176.88603531300163,580.0000000000001
2503407,Cacimba de Areia - PB,246,75,30.48780487804878,23.364485981308412,100,Favorável,NA,NA,NA,NA
2502805,Brejo do Cruz - PB,876,267,30.47945205479452,23.35958005249344,100,Favorável,2074,236.7579908675799,206.27853881278537,676.7790262172284
2516300,Sumé - PB,1096,334,30.474452554744524,23.356643356643357,100,Favorável,3170,289.2335766423358,258.75912408759126,849.1017964071858
2507606,Juarez Távora - PB,594,181,30.47138047138047,23.35483870967742,100,Favorável,1180,198.65319865319867,168.1818181818182,551.9337016574586
2512705,Remígio - PB,1326,404,30.46757164404223,23.352601156069362,100,Favorável,3027,228.28054298642533,197.8129713423831,649.2574257425742
2509800,Mulungu - PB,647,197,30.44822256568779,23.341232227488153,100,Favorável,1447,223.64760432766616,193.19938176197837,634.5177664974619
2506509,Gurjão - PB,204,62,30.392156862745097,23.308270676691727,100,Favorável,NA,NA,NA,NA
2503506,Cacimba de Dentro - PB,1129,343,30.380868024800712,23.30163043478261,100,Favorável,2856,252.96722763507532,222.5863596102746,732.6530612244898
2504504,Condado - PB,366,111,30.327868852459016,23.270440251572328,100,Favorável,1258,343.7158469945355,313.3879781420765,1033.3333333333335
2509602,Monte Horebe - PB,287,87,30.313588850174217,23.262032085561497,100,Favorável,737,256.79442508710804,226.4808362369338,747.1264367816092
2512002,Pocinhos - PB,1287,390,30.303030303030305,23.25581395348837,100,Favorável,2722,211.4996114996115,181.19658119658118,597.9487179487179
2506905,Itabaiana - PB,1594,482,30.238393977415306,23.21772639691715,100,Favorável,4064,254.9560853199498,224.7176913425345,743.1535269709544
2506202,Frei Martinho - PB,129,39,30.23255813953488,23.214285714285715,100,Favorável,NA,NA,NA,NA
2512002,Pocinhos - PB,1291,390,30.20914020139427,23.200475907198097,100,Favorável,2722,210.84430673896205,180.63516653756778,597.948717948718
2504900,Cruz do Espírito Santo - PB,1288,389,30.20186335403727,23.19618366129994,100,Favorável,2054,159.472049689441,129.27018633540374,428.0205655526992
2502409,Bonito de Santa Fé - PB,732,221,30.191256830601095,23.189926547743966,100,Favorável,1511,206.42076502732237,176.22950819672127,583.7104072398188
2507200,Itatuba - PB,782,236,30.179028132992325,23.18271119842829,100,Favorável,1703,217.77493606138108,187.59590792838875,621.6101694915255
2517407,Zabelê - PB,179,54,30.16759776536313,23.17596566523605,100,Favorável,388,216.75977653631287,186.59217877094974,618.5185185185186
2515609,Serra da Raiz - PB,252,76,30.158730158730158,23.170731707317074,100,Favorável,545,216.26984126984127,186.11111111111111,617.1052631578948
2501906,Belém - PB,1085,327,30.13824884792627,23.158640226628897,100,Favorável,2925,269.5852534562212,239.44700460829495,794.4954128440367
2513158,Santa Cecília - PB,541,163,30.129390018484287,23.15340909090909,100,Favorável,1114,205.91497227356746,175.78558225508317,583.4355828220858
2503308,Cachoeira dos Índios - PB,601,181,30.116472545757073,23.145780051150894,100,Favorável,1616,268.88519134775373,238.76871880199667,792.817679558011
2514008,São João do Cariri - PB,279,84,30.107526881720432,23.140495867768596,100,Favorável,859,307.8853046594982,277.77777777777777,922.6190476190476
2508406,Lastro - PB,206,62,30.097087378640776,23.134328358208954,100,Favorável,620,300.97087378640776,270.873786407767,900
2513604,Santana dos Garrotes - PB,409,123,30.073349633251834,23.1203007518797,100,Favorável,1376,336.43031784841077,306.35696821515893,1018.69918699187
2516904,Uiraúna - PB,992,298,30.040322580645164,23.10077519379845,100,Favorável,2907,293.0443548387097,263.0040322580645,875.5033557046978
2504900,Cruz do Espírito Santo - PB,1297,389,29.9922898997687,23.072360616844602,100,Favorável,2054,158.36545875096377,128.37316885119506,428.02056555269917
2511103,Pedra Lavrada - PB,487,146,29.97946611909651,23.06477093206951,100,Favorável,1292,265.2977412731006,235.31827515400408,784.9315068493149
2506400,Gurinhém - PB,1085,325,29.953917050691242,23.04964539007092,100,Favorável,2148,197.97235023041475,168.0184331797235,560.923076923077
2504900,Cruz do Espírito Santo - PB,1299,389,29.946112394149342,23.045023696682463,100,Favorável,2054,158.12163202463435,128.175519630485,428.0205655526994
2504108,Carrapateira - PB,157,47,29.936305732484076,23.03921568627451,100,Favorável,NA,NA,NA,NA
2504702,Congo - PB,304,91,29.93421052631579,23.037974683544306,100,Favorável,823,270.7236842105263,240.78947368421052,804.3956043956043
2516607,Tavares - PB,1116,334,29.92831541218638,23.03448275862069,100,Favorável,2271,203.49462365591398,173.5663082437276,579.9401197604791
2508505,Livramento - PB,538,161,29.92565055762082,23.032904148783977,100,Favorável,1198,222.67657992565057,192.75092936802974,644.0993788819876
2513802,Santa Teresinha - PB,254,76,29.92125984251969,23.03030303030303,100,Favorável,NA,NA,NA,NA
2512747,Riachão - PB,224,67,29.910714285714285,23.02405498281787,100,Favorável,NA,NA,NA,NA
2513927,São Bentinho - PB,291,87,29.896907216494846,23.015873015873016,100,Favorável,801,275.25773195876286,245.36082474226802,820.6896551724137
2502607,Igaracy - PB,413,123,29.782082324455207,22.94776119402985,100,Favorável,NA,NA,NA,NA
